mcc_code,day,volume
5912,471,190215.241731
5912,472,190389.926702
5912,473,192893.692318
5912,474,191816.653593
5912,475,191957.562113
5912,476,197963.831417
5912,477,194446.190291
5912,478,191464.833483
5912,479,184759.809917
5912,480,159101.622124
5912,481,179900.324651
5912,482,178808.073807
5912,483,188534.840045
5912,484,185785.957575
5912,485,182690.8946
5912,486,170753.674962
5411,457,1432645.75768
5411,458,1405269.37301
5411,459,1396885.93791
5411,460,1411589.93917
5411,461,1415732.98737
5411,462,1494381.81723
5411,463,1491692.64875
5411,464,1451177.46346
5411,465,1431596.47468
5411,466,1437596.47256
5411,467,1442344.11205
5411,468,1440539.92458
5411,469,1517088.91497
5411,470,1522889.11322
5411,471,1496344.77232
5411,472,1468603.1788
5411,473,1454503.89483
5411,474,1467482.76949
5411,475,1472553.82671
5411,476,1546784.5594
5411,477,1561253.70344
5411,478,1526845.90538
5411,479,1390249.15426
5411,480,1197084.28151
5411,481,1397824.43928
5411,482,1369816.22787
5411,483,1455569.96187
5411,484,1478860.85531
5411,485,1448875.60299
5411,486,1287107.28352
5812,457,196515.549145
5812,458,192316.169456
5812,459,187413.247939
5812,460,191646.52677
5812,461,191916.453134
5812,462,206014.634335
5812,463,202521.513684
5812,464,198783.163821
5812,465,195460.196895
5812,466,192310.285264
5812,467,194702.177496
5812,468,195508.044581
5812,469,211551.680005
5812,470,209741.018368
5812,471,202763.290807
5812,472,195125.589981
5812,473,196095.127744
5812,474,197982.002156
5812,475,198698.039054
5812,476,213926.910045
5812,477,213959.631491
5812,478,208168.580664
5812,479,191107.809489
5812,480,163485.901559
5812,481,188661.79814
5812,482,189895.401026
5812,483,200431.990118
5812,484,200824.818908
5812,485,198546.12097
5812,486,178392.680053
5719,457,21158.4767389
5719,458,18115.5863948
5719,459,16389.7878316
5719,460,17853.8443106
5719,461,19557.1193186
5719,462,23138.111227
5719,463,24042.2694125
5719,464,20695.5333362
5719,465,20267.8210862
5719,466,19151.1800829
5719,467,21510.2927089
5719,468,19175.7834351
5719,469,20227.9310779
5719,470,23471.5535921
5719,471,21802.3886728
5719,472,20275.4278821
5719,473,20292.5533617
5719,474,21137.3362069
5719,475,22911.2514342
5719,476,20743.4533142
5719,477,22992.1241788
5719,478,20233.6249561
5719,479,18041.3135157
5719,480,16896.1720447
5719,481,19048.3008221
5719,482,17657.1849374
5719,483,18169.064709
5719,484,21305.0435354
5719,485,19968.3206844
5719,486,19149.3810459
6010,457,350600.308532
6010,458,391216.559074
6010,459,558539.922163
6010,460,515613.06938
6010,461,555732.007741
6010,462,469368.936765
6010,463,434641.633047
6010,464,383487.705885
6010,465,461012.64896
6010,466,603486.852722
6010,467,436851.61794
6010,468,532500.260604
6010,469,502873.264631
6010,470,456597.366876
6010,471,353807.861417
6010,472,451368.540473
6010,473,673337.150897
6010,474,481599.053754
6010,475,613897.599297
6010,476,508869.04443
6010,477,452113.810797
6010,478,419199.40758
6010,479,470963.293724
6010,480,425444.589673
6010,481,461858.478003
6010,482,374672.777251
6010,483,375785.011019
6010,484,485291.244318
6010,485,418009.932844
6010,486,404515.259889
5722,457,137539.413174
5722,458,133504.872489
5722,459,131971.964479
5722,460,133202.590631
5722,461,134465.241435
5722,462,145463.398851
5722,463,141162.6704
5722,464,141244.835049
5722,465,137581.545888
5722,466,133068.009194
5722,467,137872.612323
5722,468,140575.933417
5722,469,143323.289488
5722,470,145441.128303
5722,471,147707.702699
5722,472,137169.199195
5722,473,135171.39928
5722,474,138257.420929
5722,475,135117.585242
5722,476,151913.817581
5722,477,149070.815055
5722,478,151825.468486
5722,479,131685.241848
5722,480,116638.228401
5722,481,130400.652962
5722,482,125605.097082
5722,483,140330.74487
5722,484,146236.056446
5722,485,141908.216059
5722,486,122894.574963
5621,457,50374.9317265
5621,458,47257.5839217
5621,459,48206.9493869
5621,460,47621.8702561
5621,461,49671.8587153
5621,462,49629.0055654
5621,463,52105.3364174
5621,464,50687.9593262
5621,465,47801.3688765
5621,466,48270.907322
5621,467,49037.4255727
5621,468,51068.9685278
5621,469,52543.8191646
5621,470,53545.4643119
5621,471,52396.7155503
5621,472,50219.9104202
5621,473,51122.5041381
5621,474,49823.6691659
5621,475,51582.9853869
5621,476,55897.6879068
5621,477,53154.3442899
5621,478,54062.5149947
5621,479,50235.3912705
5621,480,42951.9381876
5621,481,48416.9859109
5621,482,41768.2853625
5621,483,49120.6423155
5621,484,57434.562997
5621,485,52229.0966044
5621,486,45792.4755439
5814,457,87702.2747016
5814,458,86183.9071307
5814,459,85543.4567359
5814,460,85811.7094941
5814,461,86483.3514173
5814,462,90939.1764244
5814,463,90613.269846
5814,464,88957.3872349
5814,465,87267.2922221
5814,466,86863.7774405
5814,467,87853.1398873
5814,468,87452.2996586
5814,469,91915.4460667
5814,470,93059.043089
5814,471,91406.3798182
5814,472,89200.6895273
5814,473,88900.0751228
5814,474,89422.6970789
5814,475,88979.2300836
5814,476,95579.2646699
5814,477,95023.7764525
5814,478,90908.4860516
5814,479,86869.1098651
5814,480,74523.2477984
5814,481,84605.9260073
5814,482,84390.6289718
5814,483,88820.9901839
5814,484,89747.0991324
5814,485,87433.513027
5814,486,80236.6651933
5921,457,53484.4732953
5921,458,52403.1730631
5921,459,52412.8608103
5921,460,53249.3976256
5921,461,53756.9922785
5921,462,57673.7383894
5921,463,56897.8179678
5921,464,54806.8578782
5921,465,54189.2106647
5921,466,54012.5843802
5921,467,54032.5511406
5921,468,54577.7885063
5921,469,58741.5112105
5921,470,58812.0615766
5921,471,55278.0710284
5921,472,54034.2153674
5921,473,54645.0631877
5921,474,55756.7324373
5921,475,56152.9899068
5921,476,60214.9007266
5921,477,59701.9812386
5921,478,56836.543214
5921,479,53072.5366879
5921,480,46807.9061549
5921,481,54080.8343433
5921,482,52010.7037774
5921,483,55385.4135174
5921,484,56327.8794138
5921,485,53344.6193565
5921,486,49128.2144023
5941,457,80061.918566
5941,458,74614.8848309
5941,459,76051.9928665
5941,460,76002.9487737
5941,461,74235.3212169
5941,462,78104.4957413
5941,463,81063.811953
5941,464,82040.3725682
5941,465,75435.4013863
5941,466,74980.2501183
5941,467,76803.2331168
5941,468,76112.7576874
5941,469,82378.6005881
5941,470,82527.9610082
5941,471,82975.1117399
5941,472,78549.5323276
5941,473,75679.1149262
5941,474,77285.9922077
5941,475,78253.3633003
5941,476,83179.1573772
5941,477,85582.8533211
5941,478,84754.0967661
5941,479,74488.9127403
5941,480,64796.8016451
5941,481,73884.9111596
5941,482,71532.5503112
5941,483,78638.8415502
5941,484,79376.4560484
5941,485,78800.8205184
5941,486,73141.8023395
5691,457,217916.011033
5691,458,209612.736586
5691,459,205335.103521
5691,460,208346.962538
5691,461,207894.933683
5691,462,219716.417844
5691,463,227616.983529
5691,464,221748.599143
5691,465,213939.998024
5691,466,202750.884979
5691,467,205964.221877
5691,468,218610.327149
5691,469,233112.157563
5691,470,226125.143828
5691,471,220463.655107
5691,472,215160.678429
5691,473,216560.467292
5691,474,216832.227823
5691,475,214851.572406
5691,476,229392.095277
5691,477,231414.459075
5691,478,234958.771248
5691,479,207894.933683
5691,480,181692.915788
5691,481,206456.268737
5691,482,191283.312004
5691,483,215305.518761
5691,484,232087.794084
5691,485,222666.123902
5691,486,193804.72513
5813,457,14347.5287393
5813,458,14154.8584179
5813,459,13558.2156928
5813,460,13658.5342204
5813,461,13793.5521102
5813,462,14581.3432952
5813,463,15623.7273032
5813,464,14863.7851138
5813,465,13478.2169337
5813,466,13489.739376
5813,467,14128.9419753
5813,468,13989.8715509
5813,469,14795.4830242
5813,470,15916.6703568
5813,471,15094.7796393
5813,472,14041.7009328
5813,473,13439.451885
5813,474,14102.1800912
5813,475,14310.8721041
5813,476,15826.2398806
5813,477,16143.6741597
5813,478,15235.3281914
5813,479,13471.8196781
5813,480,12140.6049443
5813,481,13871.8463847
5813,482,13858.2564018
5813,483,14898.990301
5813,484,14701.9471927
5813,485,14583.1843918
5813,486,12548.6286756
5211,457,146787.88907
5211,458,141435.294092
5211,459,143850.951693
5211,460,140618.992945
5211,461,141743.165532
5211,462,147861.562473
5211,463,150732.339016
5211,464,146581.270126
5211,465,145476.762811
5211,466,144429.1934
5211,467,144570.794946
5211,468,147039.81698
5211,469,154592.98539
5211,470,153738.662789
5211,471,149098.204797
5211,472,149940.596679
5211,473,148874.668602
5211,474,152739.325313
5211,475,148701.543986
5211,476,154153.434644
5211,477,160859.80081
5211,478,153908.207562
5211,479,137695.368463
5211,480,122710.19338
5211,481,140881.940821
5211,482,131858.816569
5211,483,141158.347264
5211,484,157898.259177
5211,485,147970.26553
5211,486,131206.069614
4812,457,71821.0986331
4812,458,71891.7592026
4812,459,74633.2256646
4812,460,71642.5471598
4812,461,71677.7816144
4812,462,76000.6141246
4812,463,72317.1747842
4812,464,73703.5288766
4812,465,75723.2989744
4812,466,73563.2618739
4812,467,76059.0017316
4812,468,73371.3911699
4812,469,75150.8998428
4812,470,77183.9840287
4812,471,76346.9183884
4812,472,75155.5173482
4812,473,75398.3326044
4812,474,76678.301483
4812,475,75231.7468907
4812,476,78834.708723
4812,477,76980.3688143
4812,478,76673.5910371
4812,479,75284.921989
4812,480,64367.7939114
4812,481,73903.0737553
4812,482,70277.4169022
4812,483,75389.0682366
4812,484,73297.0342115
4812,485,69222.6571092
4812,486,67193.1041266
5945,457,40615.6210722
5945,458,38159.9295463
5945,459,38742.3791921
5945,460,37507.1706329
5945,461,38168.1890804
5945,462,40355.4598238
5945,463,41672.9385621
5945,464,41185.4251855
5945,465,38393.0516667
5945,466,38372.8792302
5945,467,40359.2004241
5945,468,38372.8792302
5945,469,40679.6631048
5945,470,42699.3997555
5945,471,40796.7025465
5945,472,39221.9233518
5945,473,40727.4455415
5945,474,40135.3694656
5945,475,40257.0804969
5945,476,42883.0383793
5945,477,42254.7859695
5945,478,42717.8604736
5945,479,37880.1526457
5945,480,34138.6769165
5945,481,37911.7899494
5945,482,37232.117664
5945,483,40792.9218936
5945,484,42566.4523043
5945,485,40417.8478943
5945,486,36151.6674843
5983,457,54953.8943129
5983,458,55155.6463393
5983,459,55815.1345848
5983,460,54332.9316552
5983,461,54614.7794182
5983,462,57379.7802154
5983,463,56350.4291268
5983,464,55748.1489961
5983,465,55303.610048
5983,466,56565.9689294
5983,467,56127.062161
5983,468,55782.4906209
5983,469,59175.1806955
5983,470,58167.5868752
5983,471,57092.5799606
5983,472,56456.3588763
5983,473,57399.2133349
5983,474,57544.2841636
5983,475,56639.1594619
5983,476,59076.9200146
5983,477,59880.455479
5983,478,58926.2050778
5983,479,54619.825558
5983,480,47947.5195825
5983,481,53997.6141076
5983,482,53962.6994576
5983,483,56296.6714996
5983,484,56721.1744578
5983,485,54729.2721064
5983,486,51278.7039644
5999,457,140352.235576
5999,458,141201.584558
5999,459,148110.791532
5999,460,143099.617532
5999,461,140916.46211
5999,462,150783.115231
5999,463,150723.108809
5999,464,144641.647592
5999,465,149692.882382
5999,466,145111.921203
5999,467,144983.110239
5999,468,147952.142824
5999,469,157343.331418
5999,470,153771.615242
5999,471,151463.308552
5999,472,146289.802636
5999,473,149381.525991
5999,474,146909.300564
5999,475,149784.580824
5999,476,160849.952489
5999,477,152062.7319
5999,478,150451.07097
5999,479,143463.810521
5999,480,127087.690335
5999,481,143688.049747
5999,482,134741.484176
5999,483,143257.467477
5999,484,150718.493916
5999,485,146437.706184
5999,486,133304.636535
5943,457,6122.21477456
5943,458,6034.2865855
5943,459,6249.52978407
5943,460,6109.69679555
5943,461,5958.35693133
5943,462,6526.11536651
5943,463,6017.75644951
5943,464,6213.37461016
5943,465,6378.87261509
5943,466,6334.3032764
5943,467,6369.0131406
5943,468,6369.22276945
5943,469,6622.18311653
5943,470,6206.20778065
5943,471,6393.58317934
5943,472,6262.72534152
5943,473,6238.00479395
5943,474,6457.4102424
5943,475,6319.92733701
5943,476,6684.17929407
5943,477,6541.57058167
5943,478,6442.77534782
5943,479,6056.05853225
5943,480,5393.87548757
5943,481,6127.06680618
5943,482,5664.48820056
5943,483,5994.52592856
5943,484,5932.9818618
5943,485,5982.84281471
5943,486,5831.89493909
5533,457,98759.3161141
5533,458,101517.112156
5533,459,98281.8618067
5533,460,101190.737249
5533,461,101922.647035
5533,462,101224.879885
5533,463,102154.209549
5533,464,100927.293906
5533,465,101941.402899
5533,466,103022.502336
5533,467,103850.360771
5533,468,103370.604453
5533,469,101318.054439
5533,470,104057.560027
5533,471,104524.462564
5533,472,102804.743018
5533,473,104617.451381
5533,474,105500.10938
5533,475,105038.531352
5533,476,105025.649017
5533,477,109055.320086
5533,478,103592.733177
5533,479,100024.409159
5533,480,88158.350437
5533,481,98459.8824329
5533,482,93310.6379685
5533,483,102515.109626
5533,484,102603.172852
5533,485,95336.2077898
5533,486,95242.6634265
6300,457,7281.71155052
6300,458,7234.12437336
6300,459,9620.80990148
6300,460,9400.24989797
6300,461,8799.28884289
6300,462,8967.95351785
6300,463,7113.05614012
6300,464,6139.21244419
6300,465,10804.0252149
6300,466,9849.44150758
6300,467,9938.25559101
6300,468,9906.13154569
6300,469,9308.2279498
6300,470,7721.63408754
6300,471,6105.05904879
6300,472,8660.98584477
6300,473,12397.3947173
6300,474,10823.705701
6300,475,9363.75938275
6300,476,9413.25008683
6300,477,6660.53994661
6300,478,5075.61309891
6300,479,9565.98141
6300,480,8876.51531505
6300,481,8702.45594922
6300,482,8427.76822066
6300,483,8398.12008781
6300,484,7931.77258129
6300,485,5607.56259199
6300,486,8381.02893115
7832,457,10458.9121107
7832,458,10090.6689862
7832,459,9776.73905431
7832,460,9728.24256041
7832,461,10165.5923265
7832,462,10747.9344884
7832,463,11331.7033741
7832,464,10716.3988848
7832,465,9936.66296112
7832,466,10018.5187232
7832,467,9675.62649859
7832,468,9684.63601357
7832,469,10973.6310932
7832,470,10960.6829497
7832,471,11188.5080553
7832,472,9924.56691244
7832,473,9504.12002616
7832,474,10107.8125298
7832,475,10355.3934628
7832,476,11234.6136889
7832,477,11485.793919
7832,478,10788.512153
7832,479,9694.58680518
7832,480,8392.14801317
7832,481,9313.91674281
7832,482,9851.96853516
7832,483,10752.39775
7832,484,10640.3257289
7832,485,10509.5290043
7832,486,9156.16546992
8099,457,37730.5226108
8099,458,39000.7059525
8099,459,44362.7290617
8099,460,40608.0932663
8099,461,41564.9676721
8099,462,42749.5257748
8099,463,41301.3506573
8099,464,39869.6222315
8099,465,42069.9091423
8099,466,44869.3982797
8099,467,42936.0285259
8099,468,43327.4974059
8099,469,42632.2166569
8099,470,41291.1464951
8099,471,40609.3478049
8099,472,42186.9916045
8099,473,46215.390477
8099,474,42620.3716665
8099,475,44656.6756581
8099,476,44280.6581125
8099,477,43233.9717024
8099,478,40151.4938737
8099,479,40469.0771956
8099,480,35588.9423641
8099,481,39573.8034722
8099,482,36579.1791992
8099,483,40692.2320584
8099,484,45408.4012371
8099,485,39990.5372969
8099,486,38294.6618233
5992,457,11783.5164947
5992,458,11664.1441006
5992,459,12005.54392
5992,460,11899.1402771
5992,461,12609.2975852
5992,462,12948.464429
5992,463,12344.7603793
5992,464,12580.5245988
5992,465,12937.3877998
5992,466,12387.9518418
5992,467,12376.5509243
5992,468,12411.1779808
5992,469,13151.0786975
5992,470,13417.3487154
5992,471,12727.4456346
5992,472,12922.6331511
5992,473,12909.5315093
5992,474,12429.3155313
5992,475,12459.7332534
5992,476,13625.3027988
5992,477,13342.7977201
5992,478,13106.575426
5992,479,12315.0035863
5992,480,10855.1964659
5992,481,12274.0056055
5992,482,12037.2601008
5992,483,12708.486763
5992,484,12596.9014654
5992,485,12462.8976371
5992,486,11016.7801603
3501,457,3695.22904728
3501,458,3082.46098161
3501,459,2812.62817137
3501,460,2259.28643543
3501,461,2003.09879289
3501,462,3014.1349673
3501,463,3448.87836781
3501,464,2202.78085817
3501,465,2205.50414598
3501,466,2239.81946705
3501,467,2774.23472152
3501,468,3028.85799939
3501,469,1927.41959449
3501,470,3337.55947195
3501,471,3113.97593817
3501,472,1934.76450201
3501,473,2819.20576329
3501,474,2929.06552458
3501,475,3426.04768303
3501,476,3020.89776829
3501,477,2786.34759931
3501,478,3084.86700593
3501,479,3041.04822478
3501,480,2668.65842983
3501,481,2953.00818931
3501,482,1609.55801941
3501,483,2262.74107255
3501,484,3590.79946416
3501,485,3251.98157394
3501,486,2738.36095352
7997,457,11577.2194178
7997,458,11250.0226125
7997,459,13220.4094059
7997,460,12521.1809187
7997,461,13168.5870258
7997,462,11225.3064701
7997,463,11498.9691416
7997,464,13856.0656729
7997,465,13790.0628994
7997,466,12565.7630549
7997,467,12359.272237
7997,468,11103.565719
7997,469,13796.1695774
7997,470,12485.8625372
7997,471,10962.0820443
7997,472,12893.1724391
7997,473,13737.8268316
7997,474,12969.0008212
7997,475,12699.2189223
7997,476,13706.5768889
7997,477,13450.0909008
7997,478,12580.125419
7997,479,11546.6670267
7997,480,12254.5288832
7997,481,13142.7492824
7997,482,9988.0679125
7997,483,13068.841031
7997,484,13692.2769302
7997,485,12019.672535
7997,486,12732.290557
5641,457,57778.5767184
5641,458,54576.1076912
5641,459,54591.2368736
5641,460,53864.7255754
5641,461,54371.4326359
5641,462,58400.8002278
5641,463,59814.1559555
5641,464,59470.9361803
5641,465,55696.6758438
5641,466,57004.7676702
5641,467,56553.7796252
5641,468,56189.3086964
5641,469,60183.4100766
5641,470,60281.6407634
5641,471,59248.0708546
5641,472,56714.1898774
5641,473,55883.9206207
5641,474,57524.802353
5641,475,57259.7929084
5641,476,60818.2089144
5641,477,63185.0065695
5641,478,61957.0389977
5641,479,53851.4545574
5641,480,48422.9575872
5641,481,55803.105659
5641,482,52052.3852986
5641,483,56303.6051102
5641,484,60285.3506936
5641,485,58658.4058136
5641,486,51850.6981004
4722,457,38515.4969471
4722,458,40242.1575409
4722,459,40506.6026812
4722,460,40758.9115881
4722,461,41909.1213736
4722,462,42040.0396242
4722,463,40365.4355189
4722,464,36622.2036779
4722,465,37166.5396248
4722,466,51229.7421481
4722,467,43740.0422195
4722,468,42873.7717523
4722,469,39411.4800454
4722,470,42329.2227259
4722,471,42231.3065135
4722,472,43083.4154437
4722,473,45985.0066637
4722,474,38732.7997026
4722,475,45651.417467
4722,476,42604.5834059
4722,477,34865.007439
4722,478,37378.641015
4722,479,43316.7986393
4722,480,38600.12535
4722,481,42537.5477643
4722,482,37541.9831704
4722,483,43402.4619525
4722,484,44906.7969176
4722,485,40844.620789
4722,486,39328.7418078
5661,457,136946.708656
5661,458,132596.009167
5661,459,129981.873332
5661,460,129556.495209
5661,461,134354.079306
5661,462,140584.544271
5661,463,142317.322232
5661,464,141318.391182
5661,465,132982.437002
5661,466,131814.39205
5661,467,135192.102672
5661,468,133840.631765
5661,469,144159.6482
5661,470,146954.293177
5661,471,145000.870492
5661,472,136871.227658
5661,473,134592.985032
5661,474,136938.319831
5661,475,137754.424509
5661,476,147026.309925
5661,477,150381.986867
5661,478,148870.110118
5661,479,133672.6471
5661,480,112833.483874
5661,481,134160.793222
5661,482,128233.650609
5661,483,137699.585915
5661,484,143468.204015
5661,485,143648.452755
5661,486,125836.21394
5651,457,84933.8065589
5651,458,78873.4558327
5651,459,79605.9228041
5651,460,80713.5986431
5651,461,81133.5373788
5651,462,86938.4610095
5651,463,89551.7680996
5651,464,83987.4470572
5651,465,78999.5146818
5651,466,80562.5542938
5651,467,80805.3528021
5651,468,82027.7788677
5651,469,86234.1839806
5651,470,88698.4106585
5651,471,86258.0095075
5651,472,84847.8111837
5651,473,83350.4293254
5651,474,85793.273293
5651,475,84478.7570022
5651,476,89233.5449165
5651,477,91563.5806739
5651,478,88894.6187418
5651,479,82032.8161173
5651,480,69139.7235733
5651,481,81640.8324647
5651,482,79106.3362209
5651,483,83866.3513668
5651,484,86863.7774405
5651,485,83560.5228755
5651,486,74585.0905246
7011,457,76229.7487127
7011,458,80520.5100429
7011,459,78515.7659375
7011,460,79274.1409215
7011,461,74573.6343231
7011,462,78510.9433451
7011,463,81300.6224143
7011,464,77886.5060565
7011,465,77383.380566
7011,466,82171.4610317
7011,467,74957.2188884
7011,468,72771.9184176
7011,469,86146.8796804
7011,470,78491.6559185
7011,471,80180.0156647
7011,472,74973.3400113
7011,473,81028.9715762
7011,474,81083.727424
7011,475,76848.0691559
7011,476,78912.2218665
7011,477,83401.6231875
7011,478,82257.2852637
7011,479,75298.7998932
7011,480,66935.3673338
7011,481,71587.5277553
7011,482,77400.0200283
7011,483,77669.120911
7011,484,80545.2393135
7011,485,78111.6925272
7011,486,68591.4571435
5699,457,65158.4783635
5699,458,64152.3751278
5699,459,61433.1819115
5699,460,64213.56812
5699,461,62917.365861
5699,462,66233.1672124
5699,463,67213.765575
5699,464,69805.9638782
5699,465,63395.2521669
5699,466,59779.1938952
5699,467,64112.9264896
5699,468,65645.1778849
5699,469,67395.8584666
5699,470,69613.1277225
5699,471,68513.4865263
5699,472,64472.7980294
5699,473,64548.1886077
5699,474,66553.6703452
5699,475,66155.823751
5699,476,68097.7312434
5699,477,72172.8747031
5699,478,70035.9148614
5699,479,62468.0300278
5699,480,55535.6981229
5699,481,61932.2654238
5699,482,58058.4745143
5699,483,68500.8509363
5699,484,69037.7869383
5699,485,66740.1438749
5699,486,57436.3310465
5942,457,12624.9093704
5942,458,12216.0525397
5942,459,12441.5530323
5942,460,12208.2936453
5942,461,12606.4974362
5942,462,12973.1118613
5942,463,12774.7593964
5942,464,12510.0591737
5942,465,12658.5979294
5942,466,13045.6718972
5942,467,12656.5902399
5942,468,12642.9460725
5942,469,12697.6077879
5942,470,12977.2241562
5942,471,13374.0942462
5942,472,12972.7007009
5942,473,12626.5116299
5942,474,12909.5315093
5942,475,12668.6409735
5942,476,13845.1170411
5942,477,13922.3732991
5942,478,13039.0594141
5942,479,12725.0238387
5942,480,10923.3204895
5942,481,11925.6560101
5942,482,11425.9562901
5942,483,13062.2172376
5942,484,12820.2097389
5942,485,12091.7081585
5942,486,11894.2221602
7298,457,10421.1855393
7298,458,11244.2866973
7298,459,10088.0836893
7298,460,9821.99988245
